section,container,subtitle,type,title,text
Dominatus Event Companion,3. DETERMINE A LAYOUT,,text,,"Each combination of Primary Missions has three recommended layouts, labelled A, B and C. These can be found in the Warhammer 40,000 app and in the Warhammer Event Companion. As directed by the Warmaster , the players either use the layout specified or randomly determine which of these layouts to use."
Dominatus Event Companion,4. CREATE THE BATTLEFIELD,,text,,"Missions are played on rectangular battlefields 44"" by 60"" in size. Players set up the terrain areas as shown in the selected layout, then set up terrain features on those terrain areas as shown in the selected layout."
Dominatus Event Companion,5. DETERMINE ATTACKER AND DEFENDER,,text,,Players look at the selected layout and agree which edges of the battlefield the players have set up correspond with the Attacker’s and Defender’s battlefield edges labelled on the card. Roll off: the winner decides who will be the Attacker and who will be the Defender.
Dominatus Event Companion,6. SELECT SECONDARY MISSIONS,,text,,"Secondary Mission cards detail additional ways to score VP. Players now secretly note down whether they will use Tactical or Fixed Secondary Missions. If using Fixed Missions, they also note down which two Fixed Missions they will use (see below). Players then reveal these decisions."
Dominatus Event Companion,FIXED MISSIONS,,text,,"Fixed Missions are those marked with the symbol shown on the left. If you are using Fixed Missions, display your selected Fixed Mission cards face-up. Fixed Missions cannot be discarded and are active for you throughout the battle."
Dominatus Event Companion,TACTICAL MISSIONS,,text,,"If you are using Tactical Missions, shuffle your Secondary Mission deck face-down. | At the start of your Command phase, draw two Secondary Missions face-up from your Secondary Missions deck; these Secondary Missions are active for you. | (Once per battle) At the end of your Command phase, you can spend 1CP to discard one of your active Secondary Mission cards and draw one new Secondary Mission card."
Dominatus Event Companion,ACHIEVING SECONDARY MISSIONS,,text,,"At the end of each player’s turn, each player does the following, starting with the player whose turn it is: | First, if you met the conditions on one or more Secondary Missions, you can gain the VP specified on that card. If you do, and if you are using Tactical Secondary Missions, discard that Secondary Mission – it is achieved. | Then, if it is your turn and you are using Tactical Secondary Missions, you can discard one or more of your active Secondary Missions. If you do, you gain 1CP."
Dominatus Event Companion,7. DECLARE BATTLE FORMATIONS,,text,,"Players secretly note down, in order: | Up to 3 Upgrade cards they have earned during the campaign, and which friendly unit each of those Upgrade cards is given to until the end of the battle (a unit cannot have more than one Upgrade card). | Which of their units will start the battle embarked within which TRANSPORTS . | Which of their units will start the battle in strategic reserves . | Players then reveal these decisions."
Dominatus Event Companion,8. DEPLOY ARMIES,,text,,"Players take it in turns to set up their units (excluding those in strategic reserves ) one at a time, wholly within their deployment zone, starting with the Defender. If you set up a TITANIC unit when it is your turn to set up a unit, skip your next turn to set up a unit. Once you have finished setting up your units, if your opponent has any units that have not been set up, they set up those units."
Dominatus Event Companion,9. REDEPLOY UNITS,,text,,"Some rules let you redeploy certain units after both armies are deployed. Unless otherwise stated, you resolve those rules in this step. Players alternate resolving any such rules, starting with the Attacker. Units placed in strategic reserves in this step do not count towards the combined points value of your strategic reserves units."
Dominatus Event Companion,10. DETERMINE FIRST TURN,,text,,Roll off: the winner takes the first turn.
Dominatus Event Companion,11. RESOLVE PRE-BATTLE RULES,,text,,"Players alternate resolving any pre-battle rules units from their army may have, starting with the player who will take the first turn."
Dominatus Event Companion,12. BEGIN THE BATTLE,,text,,The first battle round begins.
Dominatus Event Companion,13. END THE BATTLE,,text,,"The battle ends after five battle rounds have been completed. Even if you have no models remaining in your army at the start of your turn, players continue to play out their turns until the battle ends."
Dominatus Event Companion,14. DETERMINE VICTOR,,text,,"Each player scores 10VP if their army is painted to a Battle Ready standard. At the end of the battle, the player with the most VP is the victor. If the players are tied, the battle is a draw. The maximum VP that can be scored from each source of VP is listed below. Any VP you score in excess of these maximums are ignored. | VP SOURCE | MAXIMUM VP | PRIMARY MISSION | 45VP | Up to 15VP per battle round | SECONDARY MISSIONS | 45VP | Up to 15VP per battle round* | BATTLE READY ARMY | 10VP | * In addition, you can gain a maximum of 20VP per Fixed Secondary Mission card."
Dominatus Event Companion,DURING CAMPAIGN PHASES 1 AND 2,,text,,"The victor randomly draws 1 Battle Honour card from that phase’s deck, and their opponent randomly draws 1 Battle Skill card. If the battle is a draw, both players randomly draw 1 Battle Skill card. | If a player gained 1 or more Agenda Achieved cards from the battle, they randomly draw 1 additional card of the same type at the same time. That player then selects 1 of the drawn cards to keep, and returns the others to their respective deck."
Dominatus Event Companion,DURING CAMPAIGN PHASE 3,,text,,"The victor gains the phase 3 Battle Honour card, Path to Conquest."
Dominatus Event Companion,‘CUMULATIVE’ AND ‘OR’ CONDITIONS,,text,,"Some cards include a condition marked as ‘cumulative’ that follows a normal condition. If a player achieves the cumulative condition, they gain the VP for both that and the normal condition. | Some cards include one or more conditions marked ‘or’ that follow a normal condition. A player can only gain VP for one of these conditions or the normal condition."
Dominatus Event Companion,LEAVES THE BATTELEFIELD,,text,,"Some cards refer to a unit or units leaving the battlefield. A unit leaves the battlefield if it is destroyed, if it embarks on a TRANSPORT , or if a rule removes that unit from the battlefield (e.g. to place it in strategic reserves )."
Dominatus Event Companion,ONE,,text,,"When a card states ‘one’, underlined, it means exactly one, not one or more."
Dominatus Event Companion,VP UP TO A LIMIT,,text,,"Some cards award VP up to a limit, e.g. (up to 5VP). In such cases, any VP you score in excess of this limit are ignored."
Dominatus Event Companion,WHEN DRAWN,,text,,Some Secondary Mission cards begin with a ‘When Drawn’ section. Note that this section only applies if you are using Tactical Secondary Missions.
Dominatus Event Companion,PAIRINGS,,text,,"There are countless different ways in which a Warhammer Event can be run. While broad-stroke concepts like pairing off players with the same record are straightforward enough, the nuance of running a successful Warhammer Event is the subject of continuous conversation and evolution. In a Dominatus event, players will be paired with a player from another Alliance, but beyond that the following recommendations are followed at most official Games Workshop events, and are designed to create the fairest, most fun experience possible for every attendee, regardless of standing."
Dominatus Event Companion,PAIRING PLAYERS,,text,,"While the first round of most events is randomly paired, subsequent round pairing can be done in a number of ways. The first pairing metric will almost always be player record, i.e. pairing a 3-1 player with another 3-1 player, and so on. Given that most rounds will include numerous players with the same record, however, deciding pairings beyond this metric can be quite nuanced, and the different methods available can have significant impacts on the experience of players at an event. We recommend pairing players by the following criteria: | First – by record (i.e. the number of wins, losses and draws). | Second – by win path (i.e. the timing of the rounds in which a player won or lost their games). | Third – randomly within players of the same first and second criteria."
Dominatus Event Companion,WIN PATH,,text,,"A player’s ‘win path’ refers not to their number of wins and losses, but to the timing of those wins and losses. While pairing by win path has an incidental tendency to pair people by strength of schedule, its greatest impact is on the overall enjoyment experienced by all players, as it tends to pair players based upon shared experience. | For example, let’s take two 3-1 players. One of them lost their first game; they likely lowered their expectations for winning the whole event after this, but are probably in a great mood after three consecutive victories. The other won their first three games then lost their fourth – a sharp disappointment after a 3-0 start. Should these players face off, their shared enjoyment may be at odds as they are in very different emotional places. Win path ensures players enter their match with recent common experiences upon which to build a friendship during their next game of Warhammer."
05. Attack Sequence,Attack Sequence,05.00,text,,"Whenever models make attacks, you will follow the sequence detailed in this section to find out if they inflict damage. | Each time the active player is instructed to resolve the attack sequence, they follow the steps below. In each step, if there is more than one dice to roll, make all of those rolls simultaneously. | 1. HIT ROLLS | 2. WOUND ROLLS | 3. SAVE ROLLS | 4. INFLICT DAMAGE | If an attack fails or inflicts damage, this sequence ends for that attack. When all attacks have either failed or inflicted damage, this sequence ends and those attacks have been resolved."
05. Attack Sequence,Hit Rolls,05.01,text,,"Make one hit roll for each attack dice by rolling one D6. For each result, check if it fails or is a hit by matching the first condition below that applies: | Unmodified 1 | FAILS | Unmodified 6 | CRITICAL HIT | Equal to or greater than that attack’s BS/WS characteristic | HIT | Any other result | FAILS"
05. Attack Sequence,Hit Rolls,05.01,accordion,05.01.01 - Critical Hits and Critical Wounds,"Critical hits are still hits, and critical wounds are still wounds. In addition, other rules can be triggered by a critical hit or a critical wound, such as [LETHAL HITS] and [DEVASTATING WOUNDS] (24)."
05. Attack Sequence,Wound Rolls,05.02,text,,"Make one wound roll for each hit by rolling one D6. For each result, check if it fails or is a wound by matching the first condition below that applies: | Unmodified 1 | FAILS | Unmodified 6 | CRITICAL WOUND | Equal to or greater than required result below | WOUND | ATTACK'S STRENGTH VS TARGET'S TOUGHNESS | REQUIRED RESULT | Strength is TWICE (or more than twice) the Toughness | 2+ | Strength is GREATER than the Toughness | 3+ | Strength is EQUAL to the Toughness | 4+ | Strength is LESS than the Toughness | 5+ | Strength is HALF (or less than half) the Toughness | 6+ | Any other result | FAILS"
05. Attack Sequence,Wound Rolls,05.02,accordion,05.02.01 - Multiple Toughness Characteristics,"When resolving attacks that target a unit in which the models have two or more different T characteristics, follow the first instruction that applies from below: | - If the target unit is an attached unit, use the highest T characteristic amongst bodyguard models in that unit that are on the battlefield. | - Use the highest T characteristic amongst models in that unit that are on the battlefield."
05. Attack Sequence,Save Rolls,05.03,text,,"The opposing player resolves the following sequence: | 1. Create Groups: Divide all models in the target unit into the following groups, as many times as required: | - One group for each CHARACTER model. | - One group for all other models with the same W, Sv and InSv characteristics. | 2. Allocation Order: Declare the order in which those groups will have attacks allocated to them, applying all of the following: | - If a non-CHARACTER group contains a model that has lost one or more wounds, that group must be first in the allocation order. | - No CHARACTER group can be earlier in the allocation order than a non-CHARACTER group. | - CHARACTER groups containing a model that has lost one or more wounds must be earlier in the allocation order than CHARACTER groups containing no wounded models. | 3. Make Save Rolls: The opposing player makes one save roll for each attack that wounded the target by rolling one D6."
05. Attack Sequence,Save Rolls,05.03,accordion,05.03.01 - Saving Throw,The term 'saving throw' is the same as save roll.
05. Attack Sequence,Inflict Damage,05.04,text,,"The opposing player resolves the following sequence for each save roll, working from lowest result(s) to highest result(s), until all attacks are resolved or all models in the target unit are destroyed – in the latter case, any excess attacks are lost. | 1. Select Model: Select one model in the current allocation group (5.4.1); this must be a model that has lost one or more wounds if possible. | 2. Check Save Roll: For each result, check if that attack inflicts damage or fails by matching the first condition below that applies: | Unmodified 1 | INFLICTS DAMAGE | Invulnerable Save: The models in the current allocation group have an InSv characteristics, and the result is equal to or greater than that characteristic. | FAILS | Save and AP: After modifying the result by the attacking weapon's AP characteristic, it is equal to or greater than the Sv characteristic of model in the current allocation group. | FAILS | Any other result | INFLICTS DAMAGE | 3. Resolve Damage: If that attack inflicts damage, the selected model loses a number of wounds equal to that attack’s D characteristic. If this reduces that model’s remaining wounds to 0 or fewer, it is destroyed. | Example:An AP characteristic of -1 would modify a save roll of 3 to a 2. For models with a Sv characteristic of 2+ or better, that attack would fail."
05. Attack Sequence,Inflict Damage,05.04,accordion,05.04.01 - Current Allocation Group,"The first group in the allocation order begins as the current group. Once all models in an allocation group are destroyed, the next group in the allocation order becomes the current one."
05. Attack Sequence,Inflict Damage,05.04,header,,Making Attacks
05. Attack Sequence,Inflict Damage,05.04,accordion,05.04.02 - Modifying Damage,See Modifiers (02.02.01).
05. Attack Sequence,Inflict Damage,05.04,image,,-
05. Attack Sequence,Inflict Damage,05.04,accordion,05.04.03 - Suffers Damage,"If an attack reaches the Resolve Damage step of the attack sequence (05.04), the model that attack was allocated to has suffered damage, even if that model subsequently uses a rule to ignore the wounds inflicted or it uses a rule that means those wounds are not lost."
05. Attack Sequence,Inflict Damage,05.04,text,,"1. Select Weapons | The RED unit is attacking. The following weapons are selected to make attacks with: | 2 boltguns ***(A)*** | 2 bolt pistols ***(B)*** | 1 heavy bolter ***(C)*** | 2. Select Targets | The BLUE unit is selected as the target. The unit is ***visible*** to all models in the attacking unit. All of the selected weapons are in range, with the exception of one bolt pistol. As a result, that weapon will not make any attacks. | 3. Resolve Attacks | There is only one enemy unit being targeted, so the controlling player now gathers ***attack dice***: | • Five ***attack dice*** are gathered for the boltguns and bolt pistol, which have ***A*** characteristics of 2 and 1 respectively and all make ***identical attacks***. | • Three ***attack dice*** are gathered for the heavy bolter, which has an ***A*** characteristic of 3 but does not make ***identical attacks***."
05. Attack Sequence,Inflict Damage,05.04,accordion,05.04.04 - Destroyed,"Throughout a battle, models will suffer damage, lose wounds and be destroyed. When every model in a unit has been destroyed, that unit is destroyed. | When a model is destroyed, first resolve any rules that are triggered when it is destroyed, then it is removed from the battlefield. If any such rules apply, and if the model was destroyed as the result of an attack, unless otherwise stated, those rules are only resolved and that model is only removed after the attacking unit’s attacks have been resolved. Unless otherwise stated, destroyed models and units cannot use abilities or be selected or targeted by rules. | Some rules only trigger if an enemy model or unit was destroyed by you, or by a model or unit from your army. This means that the enemy model or unit was destroyed by an attack made by a model from your army, or by a player rule you have. Enemy models or units that are destroyed by any other means are not destroyed by you, or by a model or unit from your army."
05. Attack Sequence,Inflict Damage,05.04,header,,Resolving attack dice
05. Attack Sequence,Inflict Damage,05.04,accordion,05.04.05 - Fight On Death,"Some rules enable models to attack after they have been destroyed. When a model under such an effect is destroyed, do not remove it from play. | Those models will stay on the battlefield until their unit is selected to attack and has attacked, or until the end of the phase (whichever comes first). Any rules triggered by those models being destroyed are resolved, and then those destroyed models are removed. | If a rule instructs a destroyed model to fight immediately after the attacking unit, instead that model is not removed from the battlefield until that model's unit has fought, or until the end of the phase (whichever comes first). This allows the models in the unit to fight all at once, and stratagems that target that unit will also affect that destroyed model."
05. Attack Sequence,Inflict Damage,05.04,image,,-
05. Attack Sequence,Inflict Damage,05.04,accordion,05.04.06 - Measuring To A Destroyed Model Or Unit,"When a player has to measure the distance to a destroyed model, that player can measure to any point occupied by that model’s base (or any part of that model if it does not have a base or is a Vehicle, excluding Walker models that have a base) before it was destroyed. | When a player has to measure the distance to a destroyed unit, they measure to the last model destroyed in that unit."
05. Attack Sequence,Inflict Damage,05.04,text,,"1. Hit rolls | The controlling player chooses to make the five ***hit rolls*** for the boltguns (A) and bolt pistol (B) first. The ***BS*** characteristic of the weapons is 3+. Four of the attacks hit the target. | 2. Wound rolls | The controlling player makes four ***wound rolls***. The weapons have an ***S*** characteristic of 4 and the target unit has a ***T*** characteristic of 3, so rolls of 3+ are required to wound. Three of the attacks wound the target. | 3. Save rolls | The target unit’s controlling player makes three ***save rolls***. | 4. inflict damage | • The lowest result is less than both the ***InSv*** and ***Sv*** characteristics of the target, so that attack inflicts damage. This reduces the model to which that attack was allocated to 0 wounds, which ***destroys*** it. | • The next lowest result is less than the target’s ***InSv*** characteristic, but greater than its ***Sv*** characteristic of 3+; that attack fails. | • The other result is greater than the target’s ***InSv*** characteristic of 5+; that attack also fails."
05. Attack Sequence,Inflict Damage,05.04,header,,Resolving other Attacks
05. Attack Sequence,Inflict Damage,05.04,image,,-
05. Attack Sequence,Inflict Damage,05.04,text,,"1. Hit rolls | The controlling player then makes three ***hit rolls*** for the heavy bolter (C). The ***BS*** characteristic of the weapon is 4+. Two of the attacks hit the target. | 2. Wound rolls | The controlling player makes two ***wound rolls***. The weapon has an ***S*** characteristic of 5, so rolls of 3+ are required to wound. Both attacks wound the target. | 3. Save rolls | The target unit’s controlling player makes two ***save rolls***. | 4. inflict damage | • The lowest result, *when modified by the attacking weapon’s**** AP*** *characteristic of -1*, is less than the target’s ***Sv*** characteristic of 3+, so that attack inflicts damage. This reduces the model to which that attack was allocated to 0 wounds, which ***destroys*** it. | • The other result is equal to the target’s ***InSv*** characteristic of 5+; that attack fails."
05. Attack Sequence,Inflict Damage,05.04,header,,Attacking attached Units
05. Attack Sequence,Inflict Damage,05.04,image,,-
05. Attack Sequence,Inflict Damage,05.04,text,,"1. Select Weapons | The RED unit is attacking. The following weapons are selected to make attacks with: | 7 boltguns ***(A)*** | 1 plasma pistol ***(B)*** | 2 heavy bolters ***(C)*** | 2. Select Targets | The BLUE unit is selected as the target. It is an ***attached unit*** (19) formed from a Seraphim unit and Saint Celestine (with her two Geminae Superia). The unit is ***visible*** to all models in the attacking unit, and all of the selected weapons are in range. | 3. resolve attacks | There is only one enemy unit being targeted, so the controlling player now gathers ***attack dice***. They decide to resolve the heavy bolter attacks first, which each have an ***A*** characteristic of 3, so six ***attack dice*** are gathered. | The ***attack dice*** for the remaining weapons will be gathered once the heavy bolter attacks are resolved (see opposite), as follows: | • 14 ***attack dice*** for the boltguns, which each have an ***A*** characteristic of 2. | • One ***attack dice*** for the plasma pistol, which has an ***A*** characteristic of 1."
05. Attack Sequence,Inflict Damage,05.04,header,,Allocation groups
05. Attack Sequence,Inflict Damage,05.04,image,,-
05. Attack Sequence,Inflict Damage,05.04,text,,"1. Create groups and Declare Order | The target unit’s controlling player divides it into groups: one containing Saint Celestine, one containing the Geminae Superia, and one containing the Seraphim. They then declare the allocation order, choosing the Geminae Superia first ***(E)***, hoping their better ***Sv*** and ***InSv*** characteristics will weather the attacks. The Seraphim must be chosen second ***(D)***, as Saint Celestine is a Character model so must be last in the order ***(F)***. | 2. resolve attack dice | The heavy bolters’ attacks wound the target five times, so the target unit’s controlling player makes five ***save rolls***. | The attacks are resolved one at a time, from lowest ***save rolls*** to highest: | • The two results of 1 are allocated first, to the current allocation group (the Geminae Superia). They both inflict damage, and both Geminae Superia are ***destroyed***. | • The result of 3 is now allocated to the Seraphim, who have become the current allocation group. *When modified by the attacking weapon’s**** AP*** *characteristic of -1*, this also inflicts damage, ***destroying*** one Seraphim model. | • The remaining attacks fail, so no further damage is inflicted. | 3. Select next group of attack dice and repeat"
Deployment Card Key,Attacker's Deployment Zone,,image,,-
Deployment Card Key,Attacker's Deployment Zone,,text,,The Attacker sets up their units wholly within this area.
Deployment Card Key,Defender's Deployment Zone,,image,,-
Deployment Card Key,Defender's Deployment Zone,,text,,The Defender sets up their units wholly within this area.
Deployment Card Key,No Man's Land,,image,,-
Deployment Card Key,No Man's Land,,text,,The region of the battlefield that is not within either player’s deployment zone.
Deployment Card Key,Attacker's Territory,,image,,-
Deployment Card Key,Attacker's Territory,,text,,The half of the battlefield that includes the Attacker’s deployment zone.
Deployment Card Key,Defender's Territory,,image,,-
Deployment Card Key,Defender's Territory,,text,,The half of the battlefield that includes the Defender’s deployment zone.
Deployment Card Key,Attacker's Battlefield Edge,,image,,-
Deployment Card Key,Defender's Battlefield Edge,,image,,-
Deployment Card Key,Objective Points,,text,,"The type, quantity and locations of objectives are shown with these icons:"
Deployment Card Key,Objective Points,,image,,-
Deployment Card Key,Objective Points,,text,,Home Objective
Deployment Card Key,Objective Points,,image,,-
Deployment Card Key,Objective Points,,text,,Central Objective
Deployment Card Key,Objective Points,,image,,-
Deployment Card Key,Objective Points,,text,,Expansion Objective
06. Other Concepts,Other Concepts,06.00,text,,This section contains some additional rules concepts that are most frequently used while making attacks.
06. Other Concepts,Visibility,06.01,text,,"Line of sight is used to determine visibility between models. For an observing model to have line of sight, it must be possible to draw an imaginary straight line, 1 mm wide, from any part of that model to any part of the model being observed. This line is the line of sight. While doing so, other models in the observing model’s unit and in the observed model’s unit are ignored. Other models and units can be either visible or fully visible to the observing model, as shown in the example. Note that terrain applies additional rules to visibility (13.07)."
06. Other Concepts,Visibility,06.01,accordion,06.01.01 - Describing Visible Units,"When a rule references a visible unit but does not state which units that unit must be visible to, it must be visible to the unit that is using that rule. | Example: You target a friendly unit with a stratagem that says 'select one visible enemy unit'. That enemy unit must be visible to the friendly unit you targeted with the stratagem."
06. Other Concepts,Visibility,06.01,header,,Model Visible
06. Other Concepts,Visibility,06.01,image,,-
06. Other Concepts,Visibility,06.01,text,,"If any part of another model is ***visible*** to the observing model, that model is ***visible***."
06. Other Concepts,Visibility,06.01,header,,Model Fully Visible
06. Other Concepts,Visibility,06.01,image,,-
06. Other Concepts,Visibility,06.01,text,,"If every part of another model that is facing the observing model is ***visible*** to the observing model (so the only thing blocking visibility to any part of that other model is that model itself), that model is ***fully visible***."
06. Other Concepts,Visibility,06.01,header,,Unit Visible
06. Other Concepts,Visibility,06.01,image,,-
06. Other Concepts,Visibility,06.01,text,,"If one or more models in a unit are ***visible*** to the observing model, that unit is ***visible***."
06. Other Concepts,Visibility,06.01,header,,Unit Fully Visible
06. Other Concepts,Visibility,06.01,image,,-
06. Other Concepts,Visibility,06.01,text,,"If every model in a unit is ***fully visible*** to the observing model, that unit is ***fully visible***. When determining this, the observing model can see through other models in that unit."
06. Other Concepts,Mortal Wounds,06.02,text,,"Some attacks or rules inflict mortal wounds on units. Each time a unit suffers one or more mortal wounds, its controlling player must resolve the following sequence for each of those mortal wounds, until either all of them have been inflicted or that unit is destroyed: | 1. Select Model: Select one model in that unit by following the first instruction below that applies: | - If a non‑CHARACTER model in that unit has lost one or more wounds, you must select that model. | - Otherwise, if that unit contains one or more non‑CHARACTER | models, you must select one of those models. | - Otherwise, if one or more CHARACTER models in that unit have lost one or more wounds, you must select one of those models. | - Otherwise, you must select one CHARACTER model in that unit. | 2. Resolve Damage: The selected model loses 1 wound. If this reduces that model’s remaining wounds to 0, it is destroyed. | MORTAL WOUNDS AND NORMAL DAMAGE | When resolving attack dice, if those attacks inflict a mixture of both mortal wounds and normal damage, resolve all of the normal damage first, then resolve all of the mortal wounds."
06. Other Concepts,Mortal Wounds,06.02,accordion,06.02.01 - Normal Damage,"Normal Damage is damage that was inflicted on a model as a result of a weapon’s D characteristic, rather than by other means such as mortal wounds. Mortal wounds dealt in addition to normal damage from an attack are part of that same attack."
06. Other Concepts,Hazard Rolls,06.03,text,,"To make a hazard roll for a unit, roll one D6: on a 1-2, that roll fails and that unit suffers: | - 1 mortal wound (06.02) | - Or 3 mortal wounds instead if each model in that unit is a MONSTER/VEHICLE model. | If more than one hazard roll is required for a unit, make all of those rolls simultaneously."
06. Other Concepts,Hazard Rolls,06.03,accordion,06.03.01 - Hazardous Test,The term 'Hazardous test' is the same as hazard roll.
07. The Battle Round,The Battle Round,07.00,text,,"Games of Warhammer 40,000 are played in a series of battle rounds. This section describes the structure of the battle round, defining the order in which players take turns to move their units and make attacks with them. | Each battle round is resolved by following these steps: | 1. START OF BATTLE ROUND | 2. PLAYER TURNS | 3. END OF BATTLE ROUND"
07. The Battle Round,Start Of Battle Round,07.01,text,,"At the start of the battle round, players resolve rules that are triggered at the start of the battle round, before progressing to player turns."
07. The Battle Round,Player Turns,07.02,text,,"Both players now take one turn each. The same player always takes the first turn in each battle round – the mission you are playing will tell you which player this is. Once that player’s turn has ended, their opponent takes their turn. | Each turn consists of seven parts: first the Start of Turn step, then a series of five phases resolved in the order shown below, then the End of Turn step. | 1. Start of Turn Step: Rules that are triggered at the start of a turn are resolved now. | 2. Command Phase: You marshal strategic resources and check your units’ morale. | 3. Movement Phase: Your units move across the battlefield and strategic reserves arrive. | 4. Shooting Phase: Your units make attacks with their ranged weapons. | 5. Charge Phase: Your units make charge moves to engage the enemy. | 6. Fight Phase: Both player's units make attacks with their melee weapons. | 7. End of Turn Step: Rules that are triggered at the end of a turn are resolved now, in the following order: | 1. First resolve rules triggered at this point other than mission rules. | 2. Both players then consult their mission; if one or both players have achieved any aspects of their mission that are triggered at this point, resolve them now."
07. The Battle Round,Player Turns,07.02,accordion,07.02.01 - Out Of Phase Rules,"Some rules allow a model or unit to make a move, shoot, declare a charge or fight outside of the normal turn sequence. | When using these out-of-phase rules, you cannot use any other ‘phase-locked’ rules; that is, any other rule that explicitly states the phase in which that rule applies. | Example: In your opponent’s Movement phase, you target a friendly unit with the Fire Overwatch stratagem. That unit has an ability which is used ‘In your Shooting phase, after this unit has shot’. Because Fire Overwatch is phase-locked to your opponent's Shooting phase, that ability is not triggered."
07. The Battle Round,Player Turns,07.02,accordion,07.02.02 - Battle Round/Turn/Phase Definitions,"- Start of Battle Round/Turn/Phase: If a rule is triggered at the start of the battle round/turn/phase, it is triggered at the start of every battle round/turn/phase. | - The Turn/the Phase: If a rule is triggered during the turn/phase instead of during your turn/phase or your opponent’s turn/phase, it is triggered in both players’ turn/phase. | Example: If a rule states ‘At the end of the Movement phase, this model heals 1 wound’, that rule triggers at the end of your Movement phase and at the end of your opponent’s Movement phase."
07. The Battle Round,End Of Battle Round,07.03,text,,"Rules that are triggered at the end of the battle round are resolved now, in the following order: | 1. First resolve rules triggered at this point other than mission rules. | 2. Both players then consult their mission; if one or both players have achieved any aspects of their mission that are triggered at this point, resolve them now. | The battle round then ends and, unless the battle ends, the next battle round starts. The mission you are playing will tell you how many battle rounds to resolve before the battle ends."
08. Command Phase,Command Phase,08.00,text,,"In the Command phase, both players gain Core CP, then you check the combat readiness of your forces and use any strategic-level abilities you may have. | The Command phase is resolved by following these steps: | 1. START OF COMMAND PHASE | 2. GAIN CORE CP | 3. BATTLE-SHOCK | 4. COMMAND ABILITIES | 5. END OF COMMAND PHASE"
08. Command Phase,Start of Command Phase,08.01,text,,Rules that are triggered at the start of the Command phase are resolved now.
08. Command Phase,Gain Core CP,08.02,text,,Both players gain 1 Command Point (CP).
08. Command Phase,Gain Core CP,08.02,accordion,08.02.01 - Command Points,"Command Points are a valuable resource you can spend to use stratagems (15). The Gain Core CP step ensures that both players gain 1CP each turn. While these are termed Core CP here, they are Command Points like any other. Other rules sometimes mention ‘Core CP’ when referring to these Command Points"
08. Command Phase,Battle-Shock Step,08.03,text,,"The active player must now make one battle-shock roll (01.07) for each unit in their army that fulfils one or both of the following conditions: | - That unit is currently battle-shocked. | - That unit is at, or below, half‑strength. | If a unit was battle-shocked at the start of this step and its battle-shock roll during this step succeeds, it is no longer battle-shocked."
08. Command Phase,Battle-Shock Step,08.03,accordion,08.03.01 - Multiple Battle-shock Rolls,"In the Battle-shock step (08.03), unless otherwise stated, no more than one battle-shock roll can be made by each unit. If for any reason a unit must make a battle-shock roll in this step before one it is required to make for being battle-shocked or at or below half-strength, that unit does not also have to make the battle-shock roll for being battle-shocked or at or below half-strength."
08. Command Phase,Battle-Shock Step,08.03,header,,Battle-shock Examples
08. Command Phase,Battle-Shock Step,08.03,image,,-
08. Command Phase,Battle-Shock Step,08.03,text,,"This unit has a ***starting strength*** of 3 so is not at or ***below*** ***half-strength***, but it is currently ***battle-shocked***, so a ***battle-shock roll*** must be made for it. If that roll succeeds, the unit will no longer be ***battle-shocked***."
08. Command Phase,Battle-Shock Step,08.03,image,,-
08. Command Phase,Battle-Shock Step,08.03,text,,"This unit has a ***starting strength*** of 10. It has five models remaining, so it is ***at half-strength*** and a ***battle-shock roll*** must be made for it."
08. Command Phase,Battle-Shock Step,08.03,image,,-
08. Command Phase,Battle-Shock Step,08.03,text,,"This unit has a ***starting strength*** of 5. It has two models remaining, so it is ***below half-strength*** and a ***battle-shock roll*** must be made for it."
08. Command Phase,Battle-Shock Step,08.03,image,,-
08. Command Phase,Battle-Shock Step,08.03,text,,"This Vehicle has a ***starting strength*** of 1 and a ***W*** characteristic of 11. It has 3 wounds remaining, so it is ***below half-strength*** and a ***battle-shock roll*** must be made for it."
08. Command Phase,Command Abilities,08.04,text,,"Rules that are triggered in the Command phase (excluding those that are triggered at the start or end of this phase, when gaining Core CP, or by battle-shock rolls) are resolved now."
08. Command Phase,End of Command Phase,08.05,text,,"Rules that are triggered at the end of the Command phase are resolved now, in the following order: | 1. First resolve rules triggered at this point other than mission rules. | 2. Both players then consult their mission; if one or both players have achieved any aspects of their mission that are triggered at this point, resolve them now."
09. Movement Phase,Movement Phase,09.00,text,,"In the Movement phase, you will be able to move each of your units across the battlefield. Reinforcements can also arrive in this phase to bolster your forces. | The Movement phase is resolved by following these steps: | 1. START OF MOVEMENT PHASE | 2. MOVE UNITS | 3. END OF MOVEMENT PHASE"
09. Movement Phase,Start Of Movement Phase,09.01,text,,Rules that are triggered at the start of the Movement phase are resolved now.
09. Movement Phase,Move Units Step,09.02,text,,"The active player moves their units one at a time, using the sequence below, until all of their units have been selected to move and those moves have ended. | 1. Select Unit: Select one friendly unit that has not been selected to move this phase. You can select a unit on the battlefield, in strategic reserves, or embarked within a TRANSPORT. That unit is selected to move. | 2. Select Move Type: Select one move type that unit is eligible to make, and resolve it with that unit. This can be one listed below, or one presented elsewhere: | ▫ Remain stationary (09.04) | ▫ Normal move (09.05) | ▫ Advance move (09.06) | ▫ Fall-back move (09.07) | ▫ Disembark move (18.04) | ▫ Ingress move (20.04)"
